loan_id,disbursement_date,expire_date,is_employed,loan_amount,number_of_defaults,outstanding_balance,interest_rate,age,remaining_term,salary,sector,currency,loan_status
3190,2022-06-02,2022-08-12,0.0,22157.328072932618,7.0,19936.411364178075,0.21688175959068462,40.0,31.0,5866.239030689154,Services,GBP,Non-Default
3191,2021-02-14,2022-01-10,1.0,39808.070069904614,7.0,19302.0038698516,0.17715304565315795,25.0,36.0,-9201.354290354482,Agriculture,EUR,Non-Default
3192,2020-10-16,2021-01-10,0.0,40330.906569486535,4.0,4969.102139056092,0.07345726880530899,62.0,41.0,-5304.836511762303,IT,GBP,Non-Default
3193,2022-05-01,2022-11-05,,9886.537323087408,0.0,12476.26351451942,0.13460676569781227,23.0,8.0,982.5583604074163,Retail,EUR,Non-Default
3194,2021-11-14,2022-03-14,1.0,29975.17555736493,6.0,23255.59548200685,0.24524897140002594,27.0,23.0,13163.197119790322,Agriculture,AUD,Non-Default
3195,2020-10-01,2021-06-08,1.0,7039.437827482009,3.0,14375.103922436781,0.12907736214261128,25.0,37.0,15190.085745149023,IT,GBP,Non-Default
3196,2020-09-30,2021-07-19,1.0,14648.744665833536,0.0,29831.30699153356,0.12132595832369525,27.0,37.0,-7379.867024290888,Manufacturing,ZWL,Non-Default
3197,2022-06-29,2022-09-17,0.0,11971.344466457813,3.0,10894.889408799028,0.11835134075626909,54.0,10.0,9953.284480332746,Manufacturing,EUR,Non-Default
3198,2020-07-01,2020-09-14,0.0,42944.514930349455,8.0,18862.20736977171,0.23470701659170634,52.0,47.0,-7385.337667342588,Agriculture,GBP,Default
3199,2021-07-15,2022-01-07,1.0,8563.930445274604,1.0,71.7027178651597,0.03219685062577635,22.0,1.0,-2432.6403547956397,Agriculture,GBP,Non-Default
3200,2021-11-10,2022-01-24,1.0,44369.671151344126,7.0,25212.421542148877,0.18298538284243765,20.0,36.0,13911.37275484105,Services,GBP,Non-Default
3201,2021-04-27,2022-02-04,1.0,13255.922156002765,6.0,21528.292346489325,0.24649251416953397,23.0,46.0,-5727.487745213928,Retail,EUR,Non-Default
3202,2021-06-22,2021-10-07,1.0,-118.00723587878838,9.0,23329.69172063079,0.056582314839073236,60.0,14.0,574.5832561080915,Retail,AUD,Non-Default
3203,2021-10-18,2022-02-06,1.0,37002.73432986608,0.0,28889.81495480089,0.19696854672932965,18.0,31.0,-6381.7161606259615,IT,USD,Non-Default
3204,2022-03-16,2022-08-09,0.0,9591.40706631444,4.0,29202.188761400084,0.10463053546744097,40.0,27.0,1835.0577253632946,IT,EUR,Non-Default
3205,2021-10-28,2022-01-04,1.0,21204.859202528685,6.0,26317.23666899951,0.08866095681514108,59.0,57.0,5109.580600458885,IT,GBP,Default
3206,2021-02-17,2021-12-10,0.0,30821.224312830807,9.0,19244.912451154665,0.025029747215125138,64.0,8.0,-7585.971139220903,Manufacturing,GBP,Non-Default
3207,2020-03-04,2020-09-04,0.0,29689.986547633936,8.0,21238.971251801406,0.08006618695510906,37.0,36.0,5184.766389372395,Services,AUD,Non-Default
3208,2022-02-16,2022-10-10,0.0,31709.707780490415,3.0,10880.043261910096,0.17535506190143993,32.0,5.0,77.60776523916866,Agriculture,AUD,Non-Default
3209,2021-09-07,2021-11-30,1.0,30085.535876806134,7.0,26429.096661752246,0.06435534085322271,20.0,58.0,7285.791092186755,IT,GBP,Non-Default
3210,2022-05-28,2022-06-29,1.0,35599.92490347988,2.0,25236.179950745307,0.23322696141468344,52.0,29.0,16327.24388985473,IT,AUD,Non-Default
3211,2022-04-08,2023-02-17,1.0,24550.83866722198,2.0,6203.478588484619,0.1368834675418064,39.0,1.0,18709.511015866665,Services,AUD,Non-Default
3212,2021-03-16,2022-02-21,1.0,35420.19789751759,8.0,28130.80903164541,0.10808539988388394,35.0,1.0,15098.524151334346,Retail,ZWL,Non-Default
3213,2020-06-22,2021-04-25,1.0,21738.331344134604,8.0,28943.61015510037,0.047709205270803835,42.0,10.0,17672.229972153305,IT,ZWL,nan
3214,2022-10-26,2022-12-28,1.0,34333.22808630413,8.0,23333.888823406705,0.15897511600129838,19.0,17.0,6101.753470774691,Retail,EUR,Non-Default
3215,2020-10-01,2021-03-19,1.0,19963.079809305185,4.0,17235.517811227644,0.07030218685684715,24.0,1.0,19874.439343574475,Retail,ZWL,Non-Default
3216,2022-02-17,2022-06-03,1.0,42846.167958613856,1.0,3139.559604435438,0.03772312243244531,48.0,15.0,10261.23442258135,IT,ZWL,Default
3217,2022-01-03,2022-06-10,1.0,14132.02074766488,5.0,24881.328800494193,0.038591472288245006,58.0,56.0,6704.1399714577165,Retail,EUR,Non-Default
3218,2021-04-02,2021-11-29,1.0,35360.89959353583,2.0,25393.337926048483,0.08541340403556757,52.0,12.0,16422.60669708452,IT,AUD,Non-Default
3219,2022-07-20,2023-02-27,0.0,46607.11238932545,6.0,3118.7222094081435,0.18671571983916924,30.0,39.0,19400.66526893608,Agriculture,USD,Default
3220,2022-12-19,2023-10-05,0.0,29675.026144941574,0.0,5047.718062095418,0.08095861181148754,62.0,6.0,15472.338117517167,Services,EUR,Non-Default
3221,2020-12-27,2021-01-30,1.0,37852.068002702574,3.0,11384.37751014932,0.09121286572159398,23.0,33.0,6637.850329238696,IT,GBP,Default
3222,2021-12-19,2022-04-06,1.0,46382.89437309801,2.0,1533.9477743218722,0.21244191297342965,42.0,26.0,16993.447594840458,IT,ZWL,Non-Default
3223,2021-08-17,2022-01-29,1.0,49682.42824116451,6.0,1002.9892306148524,0.23101358396155847,61.0,42.0,14843.339570716646,IT,ZWL,Default
3224,2020-05-23,2020-07-04,1.0,47388.842313559406,0.0,14434.38454244019,0.2047104862401413,50.0,5.0,10783.771089752041,Retail,EUR,Default
3225,2022-11-03,2023-02-10,1.0,15552.778497029292,6.0,9572.770628772078,0.22956223300495143,28.0,10.0,-8080.043929270256,Agriculture,AUD,Non-Default
3226,2021-04-26,2021-12-04,0.0,1837.5716257638383,4.0,19590.758413983884,0.060634495701355116,43.0,41.0,-30.18830700034414,Agriculture,AUD,Non-Default
3227,2020-11-29,2021-03-26,1.0,35201.18082091368,0.0,19550.240180565008,0.21334914833544888,55.0,37.0,-6995.61240440393,Manufacturing,ZWL,Non-Default
3228,2022-01-08,2022-09-20,1.0,40659.88450759214,0.0,20555.683670719984,0.05801210140338909,37.0,38.0,16246.341427417046,Agriculture,AUD,Non-Default
3229,2020-11-12,2021-02-07,1.0,12844.493814070536,4.0,9738.871555881566,0.1278617769898807,55.0,22.0,-399.0474044419807,Manufacturing,USD,Non-Default
3230,2022-10-19,2023-10-09,1.0,2808.6510736521914,3.0,23234.137876274788,0.19730888609917357,34.0,43.0,1606.3682003445174,Services,USD,Default
3231,2022-01-07,2022-07-17,1.0,40320.49832467011,4.0,12103.446910523868,0.24694424226900516,36.0,53.0,4940.660887489534,Manufacturing,EUR,Default
3232,2021-04-04,2021-10-12,1.0,35979.89696378019,3.0,15893.471380010773,0.24657176155437469,26.0,16.0,2239.22009316207,Manufacturing,USD,Non-Default
3233,2021-07-21,2022-05-31,1.0,31825.710016815035,2.0,15091.763711477444,0.16532338037078273,59.0,37.0,19604.909966394032,Agriculture,ZWL,Non-Default
3234,2022-10-05,2023-05-24,1.0,41468.87798765447,3.0,23203.796550391402,0.048202707110335925,24.0,20.0,-6043.087475657917,Manufacturing,EUR,Non-Default
3235,2021-07-11,2022-01-09,1.0,39747.08878810553,3.0,6171.092265759489,0.056747817580896996,52.0,24.0,3725.1681652077004,Agriculture,GBP,Non-Default
3236,2022-09-29,2023-05-18,1.0,30043.126786995217,5.0,5784.267686585827,0.20274525270449376,23.0,2.0,14741.073730639248,IT,AUD,Non-Default
3237,2022-04-23,2023-04-11,1.0,703.0534481587272,7.0,44.49871296750785,0.10627934513950096,52.0,21.0,-6055.7350792027955,Agriculture,GBP,Non-Default
3238,2022-07-23,2023-06-26,,567.0861621754764,9.0,5793.608439724774,0.12052340619705723,57.0,9.0,6153.656822374805,IT,EUR,Non-Default
3239,2020-12-04,2021-08-30,1.0,38007.242554219156,6.0,23665.40697394848,0.15730171996321837,29.0,11.0,18882.542983298474,Manufacturing,EUR,Non-Default
3240,2021-07-10,2021-11-29,1.0,38778.07232182775,3.0,19692.6441274652,0.24484186407603603,48.0,20.0,13135.997588513877,Manufacturing,GBP,Default
3241,2020-04-19,2020-10-04,1.0,21678.04101277453,5.0,17857.06727863026,0.03145116524977291,38.0,59.0,1312.7952841607967,Manufacturing,USD,Non-Default
3242,2020-09-12,2021-04-27,1.0,10968.860177147762,4.0,22488.176453401582,0.21383000874538372,,11.0,6929.077248271547,Retail,AUD,Non-Default
3243,2020-03-27,2021-02-05,1.0,42732.79273782006,8.0,7766.967467830542,0.2351324169552925,46.0,18.0,-9057.886070979459,Services,USD,Non-Default
3244,2020-03-07,2020-08-23,1.0,39635.41588906212,8.0,15382.718467673476,0.11220998854504564,48.0,48.0,13603.247061469126,Agriculture,EUR,Default
3245,2020-05-16,2021-03-19,0.0,3671.1937413679043,7.0,10779.318271623708,0.15626485500595658,33.0,16.0,-3238.3218819783533,Services,USD,nan
3246,2022-02-05,2022-12-31,1.0,38441.00878765491,3.0,15483.276989567703,0.2445774094727645,57.0,37.0,-1382.3757189631851,Manufacturing,ZWL,Non-Default
3247,2020-09-20,2021-09-19,1.0,2091.128213008488,8.0,20477.12864910659,0.07904120449050359,26.0,22.0,-8004.331823257038,Agriculture,EUR,nan
3248,2021-09-10,2022-07-21,1.0,39594.63542116736,6.0,22542.960573446588,0.041280907360304965,20.0,49.0,16352.156632146227,Agriculture,ZWL,Non-Default
3249,2022-02-24,2022-05-31,0.0,17287.522477452498,1.0,9638.64853001931,0.20278913394296874,55.0,12.0,7458.55884685893,Manufacturing,USD,Default
3250,2020-11-25,2021-02-13,1.0,38583.745069386765,0.0,27435.310155564493,0.19484100319789105,60.0,27.0,18490.44708125984,Services,GBP,Non-Default
3251,2022-07-06,2022-10-30,1.0,17030.959350736208,2.0,20398.47520349251,0.23442361935629089,32.0,36.0,6082.318072214332,IT,AUD,Default
3252,2020-07-20,2021-01-09,1.0,7588.80539951153,0.0,13470.12178822526,0.018386801876420354,57.0,47.0,4897.57659723721,Services,GBP,Default
3253,2022-02-11,2022-08-18,1.0,27049.43808782506,3.0,29219.26593860092,0.013687362302616189,33.0,53.0,-2611.6830712167202,Services,EUR,Non-Default
3254,2020-09-20,2020-11-30,1.0,44497.71280024515,6.0,19822.841233320152,0.22649156586872782,24.0,9.0,1263.6313079915453,IT,EUR,Default
3255,2021-09-28,2022-02-26,1.0,34691.26324520347,4.0,8968.256337913277,0.03355358163156642,29.0,5.0,10293.996420886077,IT,EUR,Default
3256,2022-01-02,2022-04-16,1.0,30664.583565396864,7.0,29659.520946859866,0.22240266833719338,55.0,24.0,5056.479913968133,IT,USD,Non-Default
3257,2020-04-12,2020-09-23,1.0,29373.085762856776,6.0,6479.763244432728,0.1524083107870937,57.0,14.0,15015.94640042425,Manufacturing,AUD,Default
3258,2022-08-27,2022-11-12,1.0,29052.85982309142,1.0,16414.696596332367,0.032705911635880366,60.0,33.0,11995.719893876088,Retail,USD,Non-Default
3259,2022-08-15,2022-12-19,1.0,21164.990347229923,9.0,5523.5742888486375,0.07486836831932946,48.0,59.0,6259.530975696802,Manufacturing,GBP,Non-Default
3260,2022-11-15,2023-03-20,0.0,3266.833912610341,9.0,24681.876488734793,0.0696995919180211,30.0,49.0,-3146.4233332889125,Retail,AUD,nan
3261,2020-03-14,2020-11-20,1.0,41666.282735678506,9.0,27118.324793101187,0.08469161322630855,19.0,10.0,15860.729122997462,Services,EUR,Default
3262,2021-03-11,2022-03-02,1.0,42072.375161320175,9.0,22946.112578750402,0.17381000897671017,59.0,56.0,-2696.1363084548284,Services,ZWL,Non-Default
3263,2020-09-13,2021-05-20,1.0,43897.75798845149,9.0,9749.61493339058,0.09583512358384544,18.0,9.0,15389.958847474285,Services,USD,Non-Default
3264,2020-12-30,2021-02-01,1.0,15226.93568494386,8.0,27908.883044137532,0.2206420014379719,58.0,55.0,7119.787446450486,IT,ZWL,Non-Default
3265,2021-01-28,2021-11-04,0.0,46580.19680153135,5.0,16043.952998193368,0.21320671548431205,18.0,22.0,-3524.1276088314053,Agriculture,GBP,Default
3266,2021-03-16,2021-07-17,1.0,10849.112842124927,3.0,25313.203678740872,0.24726676480875892,56.0,46.0,13603.247061469126,Agriculture,ZWL,Non-Default
3267,2022-07-12,2023-03-10,1.0,46008.09844708436,9.0,21383.562923635956,0.11714395275735626,57.0,20.0,-602.8193825354938,IT,GBP,Non-Default
3268,2021-11-20,2022-01-06,1.0,45151.40536607258,0.0,1072.93060801104,0.06717246255544468,63.0,17.0,4482.87740286159,IT,GBP,Non-Default
3269,2022-09-29,2023-02-22,1.0,7138.43887212239,7.0,14885.1874175595,0.09646333888726337,38.0,18.0,-587.479038909567,Services,GBP,Default
3270,2022-01-04,2022-05-24,1.0,4224.547927865325,5.0,11404.14244180293,0.0809002936985211,34.0,8.0,17469.053691530797,Retail,USD,Non-Default
3271,2021-05-30,2021-09-24,1.0,3563.3975321032867,4.0,10191.23545457177,0.20340572588730935,46.0,48.0,15828.179325856396,Agriculture,EUR,nan
3272,2020-12-20,2021-12-18,1.0,13656.375678033988,5.0,12343.762112782948,0.12979385440933752,43.0,4.0,-1328.061481342067,Manufacturing,GBP,Non-Default
3273,2022-08-10,2023-01-10,0.0,987.5905623895767,4.0,15458.253009232349,0.08212419615330695,21.0,12.0,17558.353935806626,IT,USD,Non-Default
3274,2022-06-16,2023-01-11,1.0,25899.493323446703,5.0,14294.553553274902,0.011853603944758966,56.0,20.0,5016.976631649517,Manufacturing,ZWL,Default
3275,2021-02-10,2021-07-30,0.0,17400.20845501506,9.0,26291.670762722704,0.16091068381926552,48.0,44.0,2063.6605749398586,IT,USD,Default
3276,2021-07-17,2022-05-08,0.0,36063.47665402047,7.0,18451.043264059994,0.121324949820481,46.0,51.0,19529.6436803659,Agriculture,GBP,Non-Default
3277,2021-01-09,2021-11-17,0.0,11499.942793960445,3.0,26784.56674669357,0.12029337594415213,53.0,28.0,-6572.365750935673,Retail,EUR,Non-Default
3278,2020-11-17,2021-03-16,1.0,44275.428980113305,5.0,18908.60416004181,0.10900054763505673,27.0,7.0,16064.809426377666,Agriculture,ZWL,Non-Default
3279,2020-12-16,2021-09-15,1.0,45674.879282652895,7.0,26613.27825031447,0.21332818629762815,35.0,40.0,15560.52249578463,Services,AUD,Non-Default
3280,2021-12-19,2022-05-09,0.0,7348.996725059369,8.0,20671.058071164978,0.20348711852762383,37.0,13.0,1017.8469761056895,Manufacturing,USD,Default
3281,2020-10-29,2021-04-08,1.0,31007.942787935244,7.0,2718.907594181587,0.19336891397259254,35.0,26.0,17986.686569532834,Services,AUD,Default
3282,2021-07-27,2022-01-09,1.0,22700.81976613622,7.0,24913.1074908475,0.21244191297342965,21.0,38.0,17558.353935806626,Manufacturing,ZWL,Non-Default
3283,2021-07-06,2022-06-07,0.0,31438.05811172618,3.0,8651.309219353103,0.24218576160825606,51.0,46.0,-727.5927561588633,Agriculture,USD,Default
3284,2021-08-18,2021-09-17,0.0,45161.827617053474,7.0,9985.915248091764,0.19336891397259254,33.0,2.0,4866.660515493464,IT,USD,Default
3285,2021-07-04,2022-03-13,1.0,47026.1496305394,4.0,26604.87098246995,0.23815206152357069,45.0,31.0,-4547.884676442864,Manufacturing,USD,Non-Default
3286,2021-03-06,2021-06-14,1.0,44387.96620238123,3.0,25791.82037972203,0.11148167639711654,24.0,42.0,9418.692819111307,Services,ZWL,Non-Default
3287,2022-11-27,2023-07-12,1.0,32836.37447382072,7.0,1679.1113290913906,0.2057260973312452,49.0,4.0,2682.104743483733,Manufacturing,AUD,Non-Default
3288,2022-10-23,2023-09-26,0.0,8263.80506444352,4.0,23214.205786509014,0.016870722061555803,20.0,21.0,4631.929077452416,Manufacturing,EUR,Default
3289,2020-11-21,2021-07-21,0.0,7597.026363997753,1.0,14842.062222065104,0.2237818310053884,42.0,42.0,16759.18823163437,Retail,ZWL,Default
3290,2020-03-20,2020-08-20,1.0,43372.81484857342,9.0,9321.694051101387,0.0771355467839587,54.0,50.0,13679.367282086285,Manufacturing,AUD,Non-Default
3291,2022-07-24,2022-10-24,1.0,15077.170048452077,6.0,10693.10500220929,0.07829822793259783,54.0,12.0,-3423.9439590840375,Manufacturing,USD,Non-Default
3292,2022-05-31,2022-10-31,0.0,12514.019418761036,7.0,20439.328230290175,0.054506028212630245,28.0,22.0,15790.86575348955,Manufacturing,GBP,Non-Default
3293,2020-03-20,2021-02-18,1.0,44914.128383512274,3.0,27737.21710876528,0.03317782132779115,39.0,29.0,-1034.1624400076525,Retail,AUD,Non-Default
3294,2022-09-07,2022-11-16,1.0,26984.69988473552,9.0,21541.863879868815,0.10457761957735486,18.0,14.0,13475.895883275643,IT,AUD,Default
3295,2020-02-15,2020-04-12,,45700.25885263352,9.0,16894.22606855749,0.18036541195726144,32.0,35.0,12241.804317314127,Retail,GBP,Default
3296,2021-06-15,2021-10-04,1.0,10730.023079968392,9.0,5234.815737190899,0.12137788188025385,27.0,47.0,-8681.067293054355,Manufacturing,USD,Non-Default
3297,2022-04-03,2022-07-19,1.0,42282.102456554196,3.0,14551.158274630341,0.187011455492779,45.0,51.0,15647.060690351245,Retail,AUD,Non-Default
3298,2020-08-03,2021-01-18,1.0,32531.03981166383,9.0,27040.79597414416,0.08502340664427016,50.0,26.0,4951.831274844488,Agriculture,GBP,Non-Default
3299,2022-01-09,2022-02-09,1.0,35509.34672274498,3.0,16403.320416806288,0.22791589821256397,59.0,13.0,17862.532394044738,Agriculture,AUD,Default
3300,2020-08-16,2020-10-15,0.0,29343.386224414982,2.0,12585.093266233926,0.19322101847559273,30.0,58.0,-4650.233050615262,Retail,EUR,Non-Default
3301,2022-03-15,2022-08-24,1.0,13684.825156742167,8.0,21567.354410177337,0.1326156521041548,57.0,5.0,12367.682923300854,Services,AUD,Non-Default
3302,2021-03-18,2021-10-27,,49414.758033622,7.0,27932.79837135296,0.20013933534051365,58.0,11.0,-1528.235626240319,Manufacturing,EUR,Non-Default
3303,2021-04-14,2021-05-17,1.0,275.2097553801982,1.0,12874.45562613756,0.18426976187466576,23.0,17.0,9772.782264667854,Manufacturing,GBP,Non-Default
3304,2021-08-30,2022-07-30,1.0,39079.452905248385,2.0,24201.547805666825,0.039838674435631695,19.0,30.0,6221.175328917103,Manufacturing,AUD,Non-Default
3305,2020-11-24,2021-08-10,1.0,16752.872922901577,3.0,1920.0932742522036,0.20515466998537074,27.0,31.0,-4139.028946977352,Agriculture,EUR,Non-Default
3306,2021-02-10,2021-03-13,1.0,9899.77879392289,7.0,24112.930342315452,0.11703605464656194,47.0,3.0,-2477.9379580208715,IT,USD,Default
3307,2022-01-10,2022-06-01,1.0,-689.5359202449097,6.0,17457.409458210732,0.0782293400459263,46.0,10.0,9527.923496645173,Manufacturing,AUD,Default
3308,2022-10-25,2023-04-08,1.0,22438.937299851637,2.0,26636.093751864664,0.06701868226772409,37.0,11.0,-7976.869926400385,Agriculture,EUR,Non-Default
3309,2022-05-12,2023-01-13,1.0,37032.79796412154,3.0,13070.143259925579,0.24623883257441298,41.0,25.0,7659.01397277899,Manufacturing,AUD,Non-Default
3310,2021-07-10,2022-04-23,1.0,34064.790181944874,2.0,23412.18639225579,0.11173188223028734,40.0,10.0,8154.173327673794,Retail,GBP,Non-Default
3311,2022-04-22,2022-12-08,0.0,8830.352531048326,8.0,7394.034513555755,0.1575079779050612,38.0,22.0,17410.164006355924,IT,AUD,Default
3312,2020-09-02,2021-04-17,1.0,22589.28210808101,0.0,17284.198900653082,0.19584164323353734,42.0,12.0,-1670.8805206201687,Agriculture,USD,Default
3313,2021-05-19,2022-02-12,0.0,24937.47401530447,4.0,8760.429100108613,0.05707588664855695,60.0,11.0,18548.558813895317,Services,AUD,Default
3314,2022-05-16,2022-07-22,1.0,44696.79167104274,1.0,12166.481214687006,0.17192943999658072,35.0,29.0,-2202.614542689783,Agriculture,USD,Non-Default
3315,2020-12-25,2021-04-25,1.0,19605.02524600349,4.0,11451.729683400197,0.11921177065979673,21.0,48.0,10927.602213053244,Agriculture,ZWL,Non-Default
3316,2020-02-09,2021-01-10,1.0,29840.199488256992,0.0,9512.744698604687,0.130808093053485,59.0,58.0,13547.098580720107,IT,ZWL,Non-Default
3317,2021-07-14,2021-10-13,1.0,48358.418986567674,4.0,3841.1805215277395,0.13520310433909968,41.0,31.0,-5805.224242248852,IT,ZWL,Non-Default
3318,2021-09-27,2022-03-01,1.0,18678.62421280854,9.0,25082.079188792908,0.22108511279741103,41.0,20.0,2526.9352997119513,Agriculture,USD,Default
3319,2021-07-17,2022-03-20,0.0,22682.886329284094,9.0,14698.644701860774,0.19359401819407343,24.0,46.0,8884.780816639413,IT,EUR,Non-Default
3320,2020-05-11,2020-09-30,0.0,21985.10271886462,5.0,29805.01972064393,0.1593975005716148,48.0,14.0,-3141.568114396666,IT,EUR,Non-Default
3321,2021-02-22,2021-05-31,1.0,17237.575810009457,9.0,12739.188270160048,0.21044085325482814,64.0,53.0,14917.281795111827,Retail,AUD,Non-Default
3322,2020-10-18,2021-03-31,1.0,28387.70000067465,0.0,4889.829235837334,0.12376509374422051,25.0,43.0,215.90265657819327,Agriculture,AUD,Default
3323,2022-10-29,2023-05-16,0.0,34803.81909258925,8.0,18446.095946964586,0.10363548015568994,59.0,55.0,2355.330927528894,Agriculture,ZWL,Non-Default
3324,2021-11-22,2022-04-07,1.0,46032.18591561995,6.0,2797.181283703214,0.2459576959679074,19.0,31.0,8844.485285329221,Agriculture,GBP,Non-Default
3325,2022-07-07,2022-12-20,0.0,39378.3775429823,5.0,21518.06606947489,0.2037783230145425,57.0,59.0,-8087.518996557605,Manufacturing,EUR,Default
3326,2020-08-10,2021-06-25,0.0,1242.553722694197,7.0,16360.628449812148,0.1570406615703987,55.0,32.0,8291.581650341188,Manufacturing,ZWL,Default
3327,2021-04-13,2022-02-25,0.0,18971.695926999328,6.0,12972.896389205076,0.1106256853097417,49.0,28.0,-3121.8701304681827,Manufacturing,GBP,Non-Default
3328,2021-05-02,2021-06-12,1.0,19804.703923769113,2.0,10196.472757294825,0.15336200901616254,33.0,14.0,15956.228483253097,Manufacturing,AUD,Default
3329,2022-11-23,2023-06-27,1.0,43134.15621720759,2.0,11078.55279302486,0.23809838399126532,45.0,17.0,6971.528937236373,Agriculture,EUR,Non-Default
3330,2022-12-10,2023-03-16,1.0,2533.9251227987497,7.0,28704.766797732125,0.22902208806089205,47.0,25.0,6325.072088181498,Retail,USD,Non-Default
3331,2022-03-30,2022-07-18,1.0,36307.806378697656,2.0,26895.79350571194,0.2293989833231453,62.0,11.0,16476.204262826963,Agriculture,USD,Default
3332,2021-08-01,2022-02-09,0.0,28591.795640057753,1.0,6436.0750913567135,0.18743966444513843,64.0,57.0,13796.22913799707,Services,ZWL,Non-Default
3333,2020-07-07,2021-01-04,1.0,34022.54963984728,0.0,3911.0103951713495,0.1653533425232315,20.0,23.0,-27.646957370991004,IT,EUR,Default
3334,2021-09-28,2022-04-04,1.0,47632.25040802716,2.0,12874.45562613756,0.13554823144572226,32.0,53.0,3077.1163472813987,Agriculture,ZWL,Default
3335,2020-01-18,2021-01-02,0.0,25291.51571163321,3.0,3084.877335800602,0.036069806905948604,62.0,37.0,2271.6357218222784,Agriculture,EUR,Default
3336,2022-06-26,2022-09-04,0.0,6135.867838576699,1.0,2772.839678936163,0.17664915556800395,49.0,41.0,-7834.92545876236,Retail,AUD,Default
3337,2022-11-01,2023-01-02,0.0,34421.64067590098,7.0,24974.810996207885,0.13766598557370543,33.0,31.0,12712.184044280537,Services,EUR,Non-Default
3338,2022-01-30,2022-03-30,0.0,34159.99712995615,2.0,161.40395429123265,0.17697721328529378,29.0,17.0,-7034.493542385653,Retail,ZWL,Non-Default
3339,2021-09-08,2021-10-23,1.0,46097.27792873757,1.0,12343.81834322584,0.16050691291154934,37.0,50.0,-4313.5938639812675,Services,USD,Non-Default
3340,2020-04-01,2020-09-09,1.0,38249.60771603134,9.0,5572.154216264331,0.06293012276548926,33.0,51.0,1154.334892656976,Retail,ZWL,Non-Default
3341,2020-03-08,2020-11-29,0.0,9428.579462779559,3.0,20810.429216922752,0.22463183261979355,35.0,20.0,3098.9072962341197,Manufacturing,ZWL,nan
3342,2022-06-10,2023-02-01,1.0,3311.1633799721903,9.0,1902.5870378757404,0.05948795932511628,30.0,20.0,15862.678498043544,IT,AUD,Default
3343,2022-04-21,2022-09-03,1.0,38979.53140994892,6.0,25596.081451797978,0.13886626647160136,49.0,55.0,-9953.677230370402,IT,EUR,Non-Default
3344,2021-03-02,2021-10-14,1.0,3284.087440551909,0.0,5322.78197566581,0.047264876840741724,52.0,2.0,-275.1396007530566,Manufacturing,GBP,Default
3345,2020-02-24,2020-04-30,1.0,12302.593303002794,8.0,160.9797365195953,0.11592436235885319,27.0,24.0,10539.562032862195,Services,USD,Default
3346,2021-09-07,2021-10-14,0.0,-776.9269035665238,7.0,7950.499857873786,0.1404117657899065,41.0,37.0,11668.145367411213,Services,GBP,Non-Default
3347,2021-04-23,2021-09-19,1.0,23155.168529715087,1.0,10268.574530179732,0.14299245250281464,32.0,47.0,16318.623630195427,Agriculture,AUD,Default
3348,2022-09-27,2023-04-03,1.0,2246.829995291387,6.0,12371.90165593645,0.02246541403874704,61.0,55.0,-52.38698607709557,Agriculture,EUR,Default
3349,2020-10-20,2021-07-02,1.0,34147.018817949924,5.0,20607.679857644274,0.2324365096142321,41.0,47.0,-4808.943988825744,IT,AUD,Non-Default
3350,2022-09-21,2023-02-26,1.0,1816.0989642706882,0.0,8023.9663750398895,0.037145088985722205,52.0,41.0,7367.594081276504,Retail,EUR,Non-Default
3351,2020-05-25,2021-05-04,1.0,37168.2141666969,9.0,6165.383885391486,0.2203734210994385,45.0,39.0,-869.5160508395438,Services,EUR,Non-Default
3352,2020-08-29,2021-03-05,1.0,25146.88162594708,6.0,8593.547457500019,0.21934056155598505,23.0,26.0,3948.7404493146987,Services,EUR,Default
3353,2022-06-19,2022-12-15,0.0,5406.247879535405,0.0,26343.51482054563,0.03531778907809136,64.0,16.0,-3017.8238266816224,IT,ZWL,Default
3354,2021-04-20,2022-04-14,1.0,12549.601740644699,6.0,21542.580590969916,0.16813346640788981,61.0,29.0,-2668.7916734249375,Retail,ZWL,Non-Default
3355,2020-10-03,2021-09-04,1.0,49398.37812907568,9.0,23374.010739976184,0.21383000874538372,36.0,22.0,7944.8493827369675,Services,EUR,Non-Default
3356,2021-01-05,2021-10-09,1.0,44988.825478072744,9.0,3999.236324761779,0.1257892047768006,59.0,59.0,957.0216940822302,Services,AUD,Default
3357,2021-03-26,2021-09-15,1.0,34156.27993220423,9.0,26239.37701194265,0.18372947787328028,61.0,24.0,-6979.5598890884285,IT,ZWL,Non-Default
3358,2020-10-05,2020-11-20,1.0,28504.101412881715,2.0,28318.046061936413,0.062174155991644,41.0,4.0,9122.129002389633,IT,USD,Default
3359,2022-02-27,2022-10-12,0.0,18806.710761248924,2.0,15571.891931897071,0.07106548336971343,26.0,46.0,-9958.918614629029,Services,EUR,Default
3360,2021-02-03,2021-04-25,1.0,30212.19876390373,0.0,22819.484171009597,0.2084557815282328,55.0,7.0,-5689.664941190465,Services,ZWL,Non-Default
3361,2021-05-27,2021-11-13,0.0,24172.44937228129,5.0,20668.987460209373,0.11927314048769316,19.0,45.0,8382.542746115167,Retail,GBP,nan
3362,2021-06-03,2022-05-29,1.0,5240.606267067238,8.0,15495.024181712737,0.10911552997225085,21.0,13.0,4679.2398451419285,Manufacturing,EUR,Non-Default
