loan_id,disbursement_date,expire_date,is_employed,loan_amount,number_of_defaults,outstanding_balance,interest_rate,age,remaining_term,salary,loan_status
4d0361d8-8456-453d-94d0-602ccefd4c84,2020-02-09,2023-01-24,True,32241.64,1,35782.01,18.06,24,36,90505.68,Default
cd208b58-44eb-47c6-aa0b-64689a9cf6f1,2023-09-30,2025-09-19,False,48573.77,3,48853.33,6.44,38,24,22233.26,Default
fe32bb44-b466-4936-8349-9a2d31fc417e,2023-01-02,2026-12-12,True,13134.96,2,40037.18,23.02,74,48,111973.73,Default
0e5f86fc-91f4-4331-ab52-f925dc7c0cb4,2023-12-08,2026-11-22,False,39116.95,5,36416.1,16.75,32,36,108577.53,Default
356bd18d-d040-412b-9683-0893c0465603,2024-07-02,2025-06-27,False,10538.91,5,31382.6,9.16,71,12,98365.01,Default
ebd56872-f64d-4135-b4e3-69459d8ba7e8,2023-01-17,2025-01-06,False,8961.15,1,29111.9,14.87,74,24,22868.33,Non-Default
a442d42d-7646-4bde-8895-b2f67e637c36,2021-01-13,2025-12-18,True,38488.12,5,26644.22,12.63,18,60,118931.86,Default
a85e7348-8af9-4e25-8b7e-ed7f443c9b48,2022-10-17,2023-10-12,True,21314.98,1,41852.43,7.03,49,12,91382.01,Non-Default
9379fb22-7dce-4a22-8f08-5ceaae1a5d16,2020-08-29,2023-08-14,True,1272.31,4,3588.67,23.33,53,36,99177.74,Non-Default
c110aeb0-e737-4522-88fa-a82dff7f3635,2020-04-22,2021-04-17,True,23414.53,4,20203.31,19.0,23,12,52884.85,Default
cd619fa5-d98e-409b-92ad-beac8a9a4b17,2022-02-06,2026-01-16,True,11281.62,4,36619.77,14.82,52,48,109882.59,Default
f661d170-b054-4b77-85ad-baae47a6cb0c,2023-08-27,2025-08-16,False,5136.26,4,47869.06,4.82,30,24,47548.23,Default
f51fba4c-74f1-4f4e-8704-f4684aecc08a,2022-02-03,2024-01-24,True,49720.69,1,34568.71,21.08,67,24,94956.51,Default
715a2f65-1587-4669-8918-a2472e7c7194,2022-03-09,2023-03-04,False,22249.34,2,1972.64,22.52,42,12,77021.79,Default
5489de35-d3d0-43bb-a1db-c8d21b376354,2020-09-06,2023-08-22,True,8169.88,3,9745.73,13.32,64,36,101694.3,Non-Default
876ddefc-d3ba-4ec6-ac5e-2168e76aca9e,2020-01-05,2020-12-30,True,36044.76,3,44160.62,12.64,44,12,46247.18,Non-Default
505ab996-71db-44fb-916a-107e31da5976,2021-10-31,2024-10-15,True,3529.3,0,42551.35,4.36,39,36,58220.54,Non-Default
03652720-76af-4fd0-b6ab-f573857f474c,2021-10-09,2024-09-23,False,49921.48,5,8043.13,6.12,46,36,43370.13,Non-Default
8910c477-a9d6-42a4-b4dd-388193f70f81,2020-08-16,2023-08-01,True,13656.02,5,43213.25,20.25,55,36,100207.38,Default
8dbe7993-bd0c-4132-a7ca-40c6e588d771,2021-07-14,2024-06-28,True,32942.14,1,34392.58,3.83,24,36,94337.0,Non-Default
9c8e2763-5b75-4e96-a706-0fc9331e679b,2020-06-24,2023-06-09,False,3883.59,4,35609.65,6.73,60,36,109206.24,Non-Default
9b9b6bf9-1395-4ccb-9f66-702176f42f51,2023-03-01,2028-02-03,False,7693.31,5,8688.83,14.31,57,60,66172.41,Non-Default
580da277-da02-4dd6-9d41-868efb3af89c,2022-05-16,2026-04-25,True,5056.94,3,14818.88,11.57,44,48,116267.63,Default
537dffc8-013e-416b-88bd-b1cdd0514dc3,2022-11-09,2023-11-04,True,35208.12,4,43668.04,24.74,40,12,95958.33,Non-Default
6fe2ad25-75f9-4da8-af50-3f239fadd0e7,2020-08-15,2025-07-20,False,30981.26,0,44066.68,23.6,42,60,81816.71,Non-Default
d4c09768-2619-41fd-b766-76e90da942b8,2024-05-21,2027-05-06,True,29148.59,1,10953.39,10.31,63,36,116344.75,Non-Default
8c95a67d-d6c4-4055-b471-ba0fa60901d6,2020-05-04,2025-04-08,False,38553.02,4,41999.17,17.14,57,60,91539.06,Non-Default
43765c2c-3e28-4031-ae1a-68b1373d9cf6,2021-02-03,2022-01-29,False,32476.66,0,35429.91,15.25,44,12,84842.92,Default
fc943c5c-9ebe-456c-bcc5-9c734d925594,2024-02-09,2026-01-29,False,24329.64,2,11727.38,15.76,40,24,53042.21,Non-Default
fd94a434-194a-4072-a534-f070259001a6,2020-02-21,2024-01-31,True,32265.42,1,39044.47,4.87,60,48,84844.85,Default
e5aa4ba1-a3b4-4012-bc13-1d18c67fae61,2021-11-16,2023-11-06,False,29089.96,0,26695.98,2.85,33,24,84961.63,Default
0924d852-ba6f-4468-ac82-bdf8182d71f8,2024-06-23,2025-06-18,False,9972.27,2,13661.08,11.69,30,12,76675.5,Non-Default
6d50718a-dfb5-4544-b944-ad2a521cc586,2023-01-18,2026-01-02,True,32273.17,0,3671.63,24.92,58,36,73901.14,Non-Default
ba435811-9ffa-402e-b86d-4864e2184124,2021-06-19,2024-06-03,True,6252.66,0,41613.99,23.27,52,36,88302.21,Non-Default
e3263c85-6a85-4377-b200-27d37db4b96f,2020-05-14,2022-05-04,True,35961.41,5,44338.47,9.59,63,24,21050.53,Non-Default
b949fb1c-1c6d-4bad-956a-0d0abdfc33ae,2023-04-17,2024-04-11,True,19153.27,2,46404.33,5.98,39,12,88231.34,Non-Default
0d95d2e7-f36c-49ad-a4f4-91761db00676,2020-01-25,2024-01-04,True,13002.25,3,10773.01,2.56,58,48,112911.53,Default
97a6c92d-2d94-4fe6-8794-1d63650e25a6,2023-03-15,2027-02-22,True,49523.32,2,18401.28,19.39,29,48,63814.7,Default
b940ddb6-583a-4559-927a-c52300361816,2023-09-24,2027-09-03,True,36919.63,0,13375.1,19.48,41,48,31652.76,Default
bcf48ea9-1699-4a49-902c-f84d7f780ebc,2021-11-12,2026-10-17,False,41052.6,5,9270.27,21.55,24,60,90296.08,Non-Default
79e747b7-fe72-4f7c-be05-17ba0be87c77,2022-11-16,2027-10-21,True,12758.8,5,46528.73,23.62,55,60,85851.2,Default
4f76f217-7057-4ae3-84ce-82a488a36db7,2023-07-06,2028-06-09,False,46527.73,3,47595.33,5.06,70,60,84924.45,Default
613fab02-63a3-40f0-b18e-181fa711043f,2021-02-19,2024-02-04,False,14171.21,4,11135.99,6.4,70,36,63280.27,Non-Default
c0aee3fb-0cf1-471b-9274-7efea7226bda,2021-07-03,2026-06-07,False,31970.02,5,7853.14,16.31,72,60,115558.91,Default
467970c5-c544-45be-b1f0-f7e680f557f7,2022-12-31,2027-12-05,False,16610.28,4,43627.08,14.66,45,60,24964.88,Non-Default
ba10782c-4b1f-4361-a1bd-cbe4ab20a848,2022-10-13,2027-09-17,False,43022.68,2,3325.34,6.46,60,60,105869.97,Default
dbec228d-8cf4-45c4-90c1-2aa1aa85d1e6,2020-02-01,2022-01-21,False,24877.23,3,48732.92,11.17,24,24,24481.68,Default
e44c07a3-f684-458a-83ad-6ab2f40681df,2020-07-10,2024-06-19,False,42457.58,1,1485.09,13.64,62,48,88616.65,Default
7a2422e0-bea6-4008-ae49-7d539fb669f7,2023-06-17,2024-06-11,False,30167.7,5,5956.0,7.49,73,12,117586.1,Non-Default
89569b7f-827b-4e8f-8052-cf680271dd6d,2021-06-24,2026-05-29,True,23332.97,2,39464.45,15.59,55,60,47235.95,Default
1094fec6-0b81-48bd-a090-84fbea1a3413,2022-07-07,2023-07-02,True,17107.03,3,6627.73,7.5,32,12,65408.63,Default
e05082f0-964c-4b1d-8b1e-37ad353d4d92,2023-10-24,2025-10-13,True,5494.85,1,12945.37,19.41,73,24,69633.63,Non-Default
62a9745f-f9bc-4e0c-8304-7d476aea7130,2024-07-23,2027-07-08,False,15639.55,1,3336.65,4.08,67,36,100036.7,Default
94bc967f-c767-4f42-a814-fc62d9f55eed,2021-08-03,2026-07-08,False,25268.37,5,14566.02,20.29,54,60,36787.0,Default
3ded503f-2014-4b66-bd32-6f75aa20799a,2024-02-24,2025-02-18,True,17983.24,0,10501.45,9.65,21,12,21884.07,Non-Default
f511029c-b996-4293-ab19-9db225acec7c,2022-12-22,2026-12-01,True,36063.03,4,1141.54,12.17,25,48,105012.53,Non-Default
e5caab31-ff6f-4e8b-ad45-db591d301a43,2021-01-13,2022-01-08,False,7568.07,1,25203.54,17.42,71,12,33150.42,Default
032f088c-60cb-4202-b58e-d484ce292906,2024-07-07,2029-06-11,True,23721.53,2,1201.37,17.98,65,60,76252.02,Non-Default
c02feb7f-e162-48b7-893d-35ae631e55f2,2021-06-15,2024-05-30,False,15093.45,5,42965.57,2.81,63,36,80105.82,Default
2361109a-a227-4f6b-a8be-a215741ad869,2021-09-04,2022-08-30,False,20232.06,0,36786.5,6.34,26,12,53543.46,Non-Default
caddee02-0b24-496f-ab3b-85868b0f52d6,2020-05-06,2023-04-21,False,17422.04,1,25697.22,18.26,22,36,58702.58,Non-Default
1358b13e-57a8-45b9-a347-d1c219d4309e,2020-05-31,2023-05-16,False,47640.57,1,1501.42,8.15,36,36,72848.62,Non-Default
30229cf8-b931-4625-8a6c-014d7eb50fda,2021-08-03,2025-07-13,False,44469.33,2,20486.89,5.21,58,48,80341.94,Non-Default
9bf79d11-4980-4b56-9fa9-433f47e9cf82,2024-07-09,2029-06-13,True,13355.46,4,26378.58,15.72,58,60,35585.8,Default
7ad56401-d1d9-4b39-9d5e-de5de3e35d3d,2022-11-11,2026-10-21,False,6586.37,4,46168.31,7.03,35,48,103711.92,Default
b5da5388-6ae5-43db-ba31-1477b0fd5c09,2022-06-08,2024-05-28,False,33858.81,0,41613.71,14.15,64,24,99346.05,Non-Default
8b909b7f-aa94-48a0-9491-ff47dd5bdc7d,2022-05-13,2027-04-17,False,49706.2,3,47341.48,5.24,39,60,75623.9,Non-Default
64842196-5c70-470d-9493-c7bc6fb68af7,2024-04-09,2025-04-04,True,40741.28,4,7419.29,15.02,41,12,118271.92,Non-Default
ffe65a5b-bc4c-49a8-a0ad-a02e26479156,2021-01-30,2026-01-04,True,30023.96,1,45887.41,23.46,37,60,118062.21,Default
1da3ceaa-b83e-44a2-9def-42d577e90921,2024-06-17,2027-06-02,False,20450.59,2,40285.21,5.6,42,36,54093.84,Default
689f3baf-37e2-4d67-a208-d2a265b444e9,2024-02-26,2027-02-10,True,17817.21,3,2276.77,2.68,53,36,98757.19,Default
7017ec3f-a2a2-4d63-848d-790941d1bbb5,2021-11-07,2024-10-22,False,36676.99,0,33092.23,15.35,73,36,52896.64,Non-Default
ba9fc5c7-ec9b-497d-be17-e7c392ea36ef,2023-02-09,2026-01-24,False,11151.95,2,41160.26,15.33,44,36,29387.76,Default
2fd40a88-be30-403b-bde9-f7fe12caf325,2022-07-06,2026-06-15,False,37773.52,0,31128.92,14.4,49,48,105247.77,Default
92cc7851-8686-4f68-bb43-5a4432ba51d0,2024-07-11,2025-07-06,True,18561.6,3,8474.46,20.99,70,12,72878.09,Non-Default
6859e7a2-ab46-4589-a464-80979ee718cc,2020-08-20,2024-07-30,False,13495.98,0,1901.34,11.35,20,48,95151.22,Non-Default
7b610f05-ee60-45b1-ac87-7bd7395e3a0a,2024-03-14,2027-02-27,True,25934.44,0,3588.53,17.53,33,36,111652.33,Default
a5535585-317a-46b7-aa69-169a5e0617cc,2021-01-04,2022-12-25,False,45222.32,4,21124.61,13.13,50,24,96465.87,Non-Default
5bf788cd-cf40-480f-ad2d-be36384f17ec,2023-02-03,2026-01-18,False,32855.87,3,12222.07,24.71,36,36,62940.56,Default
0cf08277-9c3f-4f87-9128-8256bbf71bcd,2021-10-10,2026-09-14,False,2864.56,3,11408.41,7.88,18,60,89750.36,Default
aa4f1504-f693-4894-beb6-4450b9585222,2022-06-20,2026-05-30,True,43806.24,2,5068.63,11.23,22,48,83657.45,Default
aa1e6e90-0f8c-4548-a4d1-835c944e2f6a,2023-07-16,2025-07-05,False,20446.47,1,20641.79,16.16,68,24,103339.77,Default
8b9bfc3b-39d4-4bcd-8753-b558e332e870,2022-08-16,2024-08-05,True,27618.64,0,49522.14,17.09,30,24,34424.35,Default
471b8223-56e3-4e8f-8cd8-280c83e11fd4,2024-04-14,2027-03-30,False,29484.82,0,3867.8,14.02,22,36,105792.13,Default
560da615-7ae5-4661-bab7-549f38e0823c,2022-08-16,2025-07-31,False,22821.8,1,35755.18,18.82,48,36,72311.12,Non-Default
49715243-0eb9-4550-bd3b-cbde97d00068,2020-08-01,2023-07-17,False,10586.68,0,40468.97,5.58,29,36,69897.29,Non-Default
42bc8d43-f696-4bc4-a4c0-f05e633f1167,2020-07-09,2023-06-24,True,27278.78,5,10439.18,23.05,49,36,65637.34,Non-Default
1e53a70f-6d72-4a00-8ddd-2c3fe72754ab,2023-06-12,2028-05-16,False,19923.64,2,20712.9,18.69,72,60,58001.39,Non-Default
6ac223bc-6bb1-468d-b171-e4dd39b8dd60,2021-09-07,2022-09-02,True,39598.75,0,17042.04,14.01,57,12,106646.85,Default
b7291209-921f-406f-b918-2777b40c1099,2022-07-09,2025-06-23,False,37702.13,4,3831.84,24.93,75,36,113344.76,Default
336a19f1-879e-48d0-8f00-da9449ed2eac,2023-08-25,2026-08-09,True,34999.63,4,28886.73,14.95,68,36,63718.94,Default
639629ee-6dbe-4521-a81b-728d16ef43a7,2020-02-07,2021-02-01,True,34414.21,2,32396.84,18.42,43,12,32325.29,Non-Default
24ed66c2-3046-4899-be35-4523aa9de2a1,2020-09-27,2021-09-22,True,11605.39,4,37183.01,10.13,68,12,62476.37,Default
4b64ca37-3769-47f8-973d-d46cfb728036,2024-06-30,2025-06-25,False,1091.77,1,12317.02,9.53,39,12,108265.04,Default
186f6c07-93d9-48df-bbec-e4b94dcd2187,2021-01-26,2024-01-11,True,20654.75,4,16426.98,22.7,59,36,53652.63,Non-Default
62ad5ea9-cccc-4037-abbd-a69677cf2087,2023-05-31,2025-05-20,True,10791.92,3,10087.45,21.59,28,24,90145.41,Default
c887027a-e0a2-45aa-bae6-c030cfc6f462,2022-05-25,2026-05-04,False,25646.41,5,5925.06,14.97,66,48,102003.49,Non-Default
84fe60e0-e42c-431b-ac30-d06e99855b0e,2024-04-16,2029-03-21,False,16394.99,4,25614.25,8.88,55,60,112976.02,Non-Default
733e7add-7dbf-4597-97c7-dc1b8ba0c6e6,2021-12-30,2022-12-25,False,16697.02,5,39979.97,10.65,57,12,71600.55,Default
762a5ff5-b817-4a26-b63c-d3bc1f7e1c49,2024-05-21,2025-05-16,True,22873.56,1,9179.54,21.76,33,12,20484.11,Non-Default
e4404774-2568-490a-9c08-952a0694661e,2021-08-10,2024-07-25,False,37649.56,4,31455.3,23.15,54,36,51502.29,Default
0a7f8853-b900-405d-95f8-5a06a3e6319c,2022-02-05,2027-01-10,False,39767.12,1,30639.01,13.49,70,60,81701.84,Non-Default
547a34fa-1d20-49d5-8540-412f1c9c8df3,2023-03-18,2027-02-25,False,36844.83,5,48319.46,17.0,38,48,72844.84,Default
ac43d6da-0ac7-46ae-a552-de5892f392f8,2024-05-08,2025-05-03,False,48218.97,3,4666.99,2.52,62,12,87393.34,Default
284b9d13-3ed5-401b-8bda-a8a0753dea80,2020-11-14,2023-10-30,False,29064.66,2,29530.88,16.12,47,36,47497.23,Default
ca272a9a-b236-4988-b317-5e60ce1fd85d,2023-12-11,2028-11-14,False,2204.15,2,14682.7,23.59,51,60,75155.4,Default
3b67b0e4-4f49-4064-b475-ccf0a45c8e4e,2020-07-24,2021-07-19,True,25704.88,0,7611.7,17.3,21,12,25309.8,Non-Default
b49dfde2-3dc4-422a-8c6c-0ec30b98b68f,2022-06-02,2023-05-28,True,28110.41,1,22519.77,15.03,29,12,82981.57,Default
589bd921-9f23-4fde-b8e9-505d6cf4a93c,2023-08-16,2027-07-26,False,38914.72,5,45519.35,5.49,36,48,81350.44,Default
05c86341-089e-479d-ae17-76917143b97f,2021-12-01,2023-11-21,False,8778.51,2,33288.41,13.35,59,24,106632.64,Default
f8832d0f-91ae-45a1-9511-3e8e698393fa,2020-06-15,2023-05-31,True,44115.44,3,34751.13,21.12,75,36,110536.5,Non-Default
9c6cd675-a2fa-4ab1-8d33-52b378641122,2022-01-14,2026-12-19,True,40857.88,1,27896.67,14.5,20,60,77910.15,Default
df6b03dc-161c-4132-81b7-6430e34f118d,2023-08-06,2024-07-31,True,17213.48,1,44742.18,24.83,42,12,68548.19,Default
4e0f8909-27f3-4ed1-832b-db7149831da9,2023-06-29,2027-06-08,False,40902.87,5,36490.27,15.39,55,48,40421.46,Default
e447e940-9da0-44bd-b86e-3282512253b2,2022-02-11,2026-01-21,False,35548.72,2,25080.77,21.14,70,48,83063.63,Non-Default
8a651585-3d41-47fc-9928-136965ee6d1f,2022-02-11,2025-01-26,False,13320.07,3,4174.37,5.66,68,36,24613.34,Non-Default
093d7d7c-9c75-467e-80ff-37585f38f120,2022-07-28,2025-07-12,True,39539.3,0,36848.39,20.33,57,36,41487.43,Default
6c186ec6-dd2c-4e22-990a-2f6e6a210a17,2020-04-15,2021-04-10,True,8604.26,2,14032.49,7.51,75,12,110711.47,Default
faf219dd-f0a5-4edc-b771-4bc8afca1a07,2021-05-29,2025-05-08,True,10251.18,1,5971.87,18.12,31,48,105110.79,Non-Default
17b0e106-a074-4a1d-b43a-8100d4166cfe,2022-05-14,2026-04-23,True,5732.11,2,43379.77,9.55,55,48,50480.27,Default
7b789802-7f1e-4db2-8dd2-37e691d08b51,2020-09-23,2025-08-28,True,22808.58,2,45534.1,16.92,74,60,114036.11,Non-Default
3c4e7990-3855-4bee-82d2-13a1964a7115,2024-01-26,2028-01-05,False,12964.48,2,37523.58,13.32,37,48,85626.55,Non-Default
bb2d21aa-9142-49d4-ac34-b734b62cdae1,2022-02-14,2027-01-19,True,2444.27,4,34246.1,13.64,67,60,60536.59,Non-Default
2594f56e-684c-4472-ade7-d23c8acdcda0,2024-02-09,2026-01-29,False,22307.2,2,12793.98,10.77,69,24,27523.3,Non-Default
e55acad8-02d4-4cb7-859e-5e4c99b5a174,2022-12-30,2023-12-25,True,9485.69,2,44348.45,15.77,28,12,108857.67,Default
72c0dfc0-b729-46c0-8821-f309c2d0b221,2024-01-11,2025-12-31,False,19277.6,4,17838.7,11.71,18,24,51527.99,Default
17f25a91-b77a-4e5f-a8f5-2015dfc905fa,2021-05-03,2023-04-23,True,1664.43,5,15962.57,7.65,69,24,95401.85,Default
7b8d4f3e-7d8d-4b16-b4e7-e2a1b1ce4292,2020-03-14,2021-03-09,True,22596.92,5,47112.17,5.8,19,12,54167.54,Default
3a5be19f-7fc4-4ed7-8d9d-218b0f4f57b1,2021-08-06,2023-07-27,False,9656.76,0,982.36,12.59,56,24,85327.6,Default
d70ae0bd-a639-40ca-bfbe-625251d39970,2021-01-12,2022-01-07,True,1645.4,3,17192.62,4.79,36,12,59785.92,Non-Default
db43ef1e-03eb-49cb-9bde-6c3307fb12ff,2023-02-16,2025-02-05,False,12387.17,1,39736.27,20.52,65,24,83454.13,Default
b0fb1241-da92-41f3-b1be-e460ce1e9116,2023-05-26,2024-05-20,False,9173.69,2,33578.18,24.18,43,12,31909.39,Default
992ffe8d-9704-450d-8941-f1f264bf81a6,2024-03-22,2028-03-01,False,41353.38,2,48606.62,18.79,34,48,77685.16,Non-Default
302af8f3-ca38-405c-92b8-a2efb632a6ac,2023-11-26,2024-11-20,False,28498.53,0,24130.53,15.29,74,12,76476.99,Default
604680ff-ac05-4722-8b7b-a83f1f340a6f,2023-02-01,2025-01-21,True,22510.14,2,306.13,4.2,69,24,83383.22,Default
6e6cd41d-0d91-48aa-a382-e763f993bcd8,2024-03-01,2026-02-19,True,44394.63,1,40686.25,17.92,40,24,50222.48,Default
4f76efbe-529f-44cb-8214-732831763862,2023-08-21,2024-08-15,False,4324.05,3,14105.2,10.16,54,12,116077.21,Default
2d09222a-cb31-4e17-86de-a5d1e5af90af,2022-07-27,2025-07-11,False,11570.23,1,15879.22,18.23,41,36,74405.31,Default
3ab1510d-ed02-4194-91f7-7a356bdb9930,2020-06-15,2022-06-05,True,43205.71,0,10087.26,19.12,49,24,84583.87,Non-Default
4f9628cc-8ad9-425e-ae31-7e4d1592a214,2022-10-24,2027-09-28,True,35264.51,4,48713.3,9.13,57,60,27823.35,Non-Default
d28929fb-8b8d-4854-855f-2516200dd9e7,2021-09-28,2022-09-23,True,42689.33,1,11617.4,6.29,28,12,66084.04,Default
d4be7b9e-2ceb-4774-b9ef-fe824c10a2b3,2022-03-13,2025-02-25,False,33865.89,0,10000.11,9.0,34,36,69061.66,Non-Default
c75d5a3c-2701-4a64-b439-a783b661eabc,2024-02-13,2027-01-28,True,11978.29,3,39801.73,18.41,44,36,68372.05,Non-Default
0a1767f6-a342-46d2-a646-f7ca7c4152fc,2022-08-18,2027-07-23,True,7324.64,2,5509.96,18.74,53,60,104658.87,Non-Default
4d9dba3c-cf8a-4484-93a3-94b79a26b3f3,2020-05-24,2023-05-09,False,46855.29,5,45933.78,10.22,56,36,95254.76,Non-Default
7cab45b2-5894-47bb-9a0b-10f9729fba50,2020-02-19,2022-02-08,False,25622.59,4,42734.39,3.1,42,24,67192.48,Default
1285fab6-e197-4e2b-83e5-0e2c251f002b,2024-07-03,2027-06-18,False,19281.67,0,8565.03,19.49,49,36,70239.29,Default
70cd9974-5e5b-4ef1-a624-cedbc9348af8,2024-01-31,2028-01-10,False,27324.11,4,7621.35,7.52,21,48,38860.85,Non-Default
3a5554bf-a832-4057-88a0-98d04fe8dc98,2024-06-14,2027-05-30,False,22480.6,2,16179.09,17.2,50,36,26328.78,Default
c4414862-d454-4b56-9ce5-51ce9588da6b,2024-02-25,2029-01-29,False,11242.92,5,8299.34,8.58,42,60,67486.44,Default
52085b12-1ad3-40bf-bb29-a45029a66946,2022-01-30,2023-01-25,True,40085.01,1,23460.93,20.55,24,12,71291.06,Non-Default
9c5bf317-54b7-447e-bda2-777406922c14,2021-01-23,2023-01-13,True,1348.26,4,34118.73,9.43,28,24,87313.23,Default
404c99df-b605-4708-a2de-6848c6bd8d8a,2022-05-11,2025-04-25,False,13711.39,3,26009.18,16.11,24,36,75077.23,Default
bce9d5b2-af12-48eb-b9c3-1dd37dbcdf80,2021-07-19,2024-07-03,False,16953.28,1,36659.22,7.34,28,36,21554.78,Default
f50d8bfe-b8b7-404b-9d71-095de5282a1d,2023-10-29,2028-10-02,False,29363.96,4,22910.64,23.0,47,60,80023.82,Default
3eeb8f5c-29a5-45b3-9fe9-fc57bdb60c1f,2022-01-14,2024-01-04,True,6398.5,2,10006.35,4.08,54,24,65941.69,Default
cd62f7a3-f156-4a0f-907f-3d64b23e30ae,2023-07-16,2027-06-25,False,33290.56,0,47744.89,8.16,63,48,38823.09,Default
84995874-259d-4c24-813a-2c4ce8fac94e,2022-08-26,2026-08-05,True,10254.01,2,44851.77,10.76,19,48,77732.44,Default
db2d339a-eae2-4777-8591-40f70852fa31,2021-02-22,2025-02-01,True,13848.05,4,37257.93,24.99,41,48,97193.8,Default
0ea38b89-fdb0-46af-bf50-c5d47706244f,2022-12-08,2026-11-17,True,13958.33,4,31413.71,17.07,26,48,32923.87,Default
719bf8eb-4766-4fa6-999d-0ce463002da8,2020-08-12,2023-07-28,True,17985.31,3,35403.53,13.96,53,36,106849.48,Default
6a165ce8-b507-485b-8b15-8d94ee9210fb,2023-03-10,2025-02-27,True,24070.2,5,16225.56,22.73,60,24,63355.52,Default
55970fd4-85d8-4839-b91b-957b54b2da62,2023-11-18,2024-11-12,False,36717.02,3,26824.17,13.6,34,12,104051.13,Default
e2bac498-d4e1-4370-b5ed-bab4d4ff93bc,2022-03-31,2026-03-10,True,42776.58,5,22016.48,14.81,46,48,117148.69,Non-Default
d89946f6-5374-4d64-859e-2de5ca076033,2024-04-24,2026-04-14,False,13377.56,5,21673.86,6.24,40,24,20229.53,Default
f0cbb389-863f-4c98-a329-18d25450a8d6,2020-04-07,2024-03-17,True,4026.13,4,43404.47,11.22,49,48,27539.06,Default
50eb766f-89fb-4806-aab8-a5d4c53f6c5e,2021-06-18,2023-06-08,True,18287.86,2,2778.67,4.81,52,24,110585.22,Default
6094f700-4ed5-4331-8c26-b4ea110c66fd,2024-01-09,2025-01-03,True,2498.21,4,15681.6,21.98,39,12,119994.78,Default
70c97725-cd2b-485e-93cc-e371f6242f2e,2020-10-27,2024-10-06,False,26458.38,1,25851.74,12.7,61,48,52449.3,Non-Default
a791be9e-8659-4e05-9d5e-db2a0de17ff9,2020-07-03,2023-06-18,True,41138.86,5,45695.15,16.23,70,36,32275.5,Default
cd21acde-2a44-41db-a118-769747ccfd38,2021-04-10,2024-03-25,True,39523.3,5,21861.2,23.54,60,36,30936.99,Default
bfb4a8cb-fab7-465c-a567-eff00266053e,2021-01-26,2025-12-31,False,30244.47,4,37676.08,18.79,62,60,37603.07,Non-Default
ea7faf48-3774-4cc7-93e7-263860734703,2022-01-30,2023-01-25,True,32747.86,4,24304.53,21.44,64,12,70048.42,Non-Default
b184b86c-6127-42bb-a560-de30f353b662,2022-11-14,2024-11-03,False,44284.22,4,14530.36,13.45,34,24,95410.82,Non-Default
59611abd-efb2-4ff1-9877-0a22b15eca51,2022-07-20,2024-07-09,True,34489.5,3,11381.52,15.58,30,24,117994.23,Non-Default
2dfb0624-0bf5-4cb4-b766-49b4aa50c08e,2020-06-30,2022-06-20,True,7721.86,0,26258.21,24.47,43,24,112449.21,Default
dffd825d-913d-4e4b-9dbb-cf7f6f1f5ea2,2023-11-10,2025-10-30,False,3946.1,4,38658.15,4.71,47,24,30466.49,Default
20c494fa-3b57-41fe-8061-7414a71ae2e2,2020-06-15,2024-05-25,False,22075.1,3,49862.26,13.82,64,48,29169.53,Default
107c175e-2c6e-48c1-b96a-59590994b94a,2022-12-05,2025-11-19,True,45048.84,1,18626.86,18.57,38,36,108956.35,Default
7342a1ee-1bee-4957-afb3-e8d97564f435,2021-04-17,2023-04-07,True,7756.82,2,45538.42,11.36,62,24,48038.51,Default
6874eb28-2b94-42ca-8c47-710e61507013,2022-07-17,2026-06-26,False,6523.98,5,16946.31,13.49,58,48,86025.52,Default
ceae77db-6b73-4c75-a12b-53539ba2a186,2022-01-09,2024-12-24,False,29114.98,2,29279.74,17.03,52,36,74935.54,Non-Default
4563c0e9-9a37-4241-835f-671f6b0479d9,2024-07-08,2026-06-28,False,35268.83,2,47899.5,8.68,38,24,52662.6,Non-Default
6622a382-ec5c-4bcc-bdf7-15c0ca88a3e2,2023-07-04,2024-06-28,True,17033.55,5,12978.92,4.48,23,12,43594.12,Default
665f7332-d48f-4eac-a593-3fcba14e2ef1,2022-08-17,2025-08-01,True,40862.05,0,44449.91,19.1,68,36,75375.1,Non-Default
a2e24774-64ce-4a64-b754-2e0d0becce28,2021-03-04,2026-02-06,True,35658.76,2,44381.07,7.72,52,60,95735.11,Default
bc88dec3-3db2-4088-87e2-c18ca92043d8,2020-02-04,2021-01-29,False,32879.8,0,28887.36,7.97,26,12,99065.03,Default
5b531e46-6d7a-43db-b3d2-5c6bf0a2cfb5,2022-05-01,2026-04-10,False,29895.12,4,27048.54,14.95,61,48,94100.63,Non-Default
5d77388f-7c70-401d-9064-9d4ff6ddb487,2021-06-01,2026-05-06,False,10376.45,5,17311.47,12.11,52,60,69552.52,Default
1ea686bb-2427-4205-9dd9-5cae8dd313ab,2023-12-09,2026-11-23,False,8484.01,5,29000.58,5.77,58,36,31038.5,Default
2cb750e8-6c1a-45e6-80f9-4d746848576d,2023-04-16,2024-04-10,True,9076.96,2,19879.85,17.77,58,12,25809.83,Default
873dd775-49a9-44b3-bcaf-287a0078e7c4,2021-11-02,2026-10-07,True,41511.71,0,11403.03,6.57,40,60,66566.07,Non-Default
ce246823-d654-4737-9151-92dc1172376a,2024-03-30,2027-03-15,True,19949.68,2,11663.19,4.81,58,36,67685.43,Non-Default
